Year	Collection_Year	Quarter	Plot	Trap	Deciduous	Flag_Deciduous	Pine	Flag_Pine	Rhododendron	Flag_Rhododendron	Other	Flag_Other	Twigs_25	Flag_Twigs_25	Twigs_25_10	Flag_Twigs_25_10	Lvs_Non_Rhodo	Flag_Lvs_Non_Rhodo	Total_Leaves	Flag_Total_Leaves	Total_Lvs_Other	Flag_Total_Lvs_Other	Comments  
2004	11	3	118	B	104.67		111.32		0.00		11.02		7.76		NaN		NaN		215.99		227.01		
2004	11	3	118	C	249.67		23.92		0.00		2.46		8.12		NaN		NaN		273.59		276.05		
2004	11	3	118	D	212.27		22.62		0.00		17.12		9.42		NaN		NaN		234.89		252.01		
2004	11	3	118	E	94.04		18.72		0.00		32.92		10.46		NaN		NaN		112.76		145.68		
2004	11	3	118	F	216.37		48.82		0.00		11.92		12.46		NaN		NaN		265.19		277.11		
2004	11	3	118	G	186.47		28.92		0.00		3.92		1.96		NaN		NaN		215.39		219.31		
2004	11	3	118	H	208.27		79.62		0.00		11.12		8.62		NaN		NaN		287.89		299.01		
2004	11	3	118	I	128.87		274.22		0.00		20.42		45.96		NaN		NaN		403.09		423.51		
2004	11	3	118	J	155.27		210.12		0.00		5.46		15.82		NaN		NaN		365.39		370.85		
2004	11	3	218	A	300.77		0.00		0.00		25.22		45.82		NaN		NaN		300.77		325.99		
2004	11	3	218	B	326.07		0.00		0.00		22.92		5.66		NaN		NaN		326.07		348.99		
2004	11	3	218	C	284.97		0.00		0.00		18.52		1.10		NaN		NaN		284.97		303.49		
2004	11	3	218	D	280.57		0.00		0.00		28.12		3.70		NaN		NaN		280.57		308.69		
2004	11	3	218	E	343.17		0.00		0.00		44.82		17.06		NaN		NaN		343.17		387.99		
2004	11	3	218	F	284.27		0.00		0.00		35.32		2.30		NaN		NaN		284.27		319.59		
2004	11	3	218	G	268.77		7.46		0.00		16.32		2.76		NaN		NaN		276.23		292.55		
2004	11	3	218	H	296.40		0.00		0.00		12.42		10.26		NaN		NaN		296.40		308.82		
2004	11	3	218	I	310.67		0.20		0.00		24.22		3.56		NaN		NaN		310.87		335.09		
2004	11	3	218	J	314.77		0.00		0.00		40.42		46.82		NaN		NaN		314.77		355.19		
2004	11	3	318	A	289.77		0.00		21.73		2.76		18.76		NaN		NaN		311.50		314.26		
2004	11	3	318	B	222.20		0.00		35.93		15.72		15.42		NaN		NaN		258.13		273.85		
2004	11	3	318	C	356.17		0.00		53.60		11.22		17.02		NaN		NaN		409.77		420.99		
2004	11	3	318	D	309.57		0.00		23.73		9.76		30.22		NaN		NaN		333.30		343.06		
2004	11	3	318	E	356.17		0.00		51.00		6.62		33.02		NaN		NaN		407.17		413.79		
2004	11	3	318	F	357.57		0.00		58.63		16.02		77.22		NaN		NaN		416.20		432.22		
2004	11	3	318	G	292.47		0.00		32.57		14.62		11.86		NaN		NaN		325.04		339.66		
2004	11	3	318	H	292.67		0.00		7.70		14.32		14.16		NaN		NaN		300.37		314.69		
2004	11	3	318	I	272.37		0.00		36.53		19.52		27.82		NaN		NaN		308.90		328.42		
2004	11	3	318	J	267.47		0.00		33.63		12.42		47.92		NaN		NaN		301.10		313.52		
2004	11	3	427	A	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		
2004	11	3	427	B	192.62		0.00		22.74		39.12		47.42		NaN		NaN		215.36		254.48		
2004	11	3	427	C	269.03		0.00		53.30		14.76		32.82		NaN		NaN		322.33		337.09		
2004	11	3	427	D	266.73		0.00		30.40		27.22		86.72		NaN		NaN		297.13		324.35		
2004	11	3	427	E	394.63		0.00		44.50		12.52		19.36		NaN		NaN		439.13		451.65		
2004	11	3	427	F	290.33		0.00		40.10		24.32		26.36		NaN		NaN		330.43		354.75		
2004	11	3	427	G	308.83		0.00		62.30		33.76		1.36		NaN		NaN		371.13		404.89		
2004	11	3	427	H	192.60		0.00		3.53		4.32		12.12		NaN		NaN		196.13		200.45		
2004	11	3	427	I	187.53		0.00		3.14		14.12		20.02		NaN		NaN		190.67		204.79		
2004	11	3	427	J	178.93		0.00		29.10		17.52		14.36		NaN		NaN		208.03		225.55		
2004	11	3	527	A	197.57		0.00		6.97		14.22		0.00		NaN		NaN		204.54		218.76		
2004	11	3	527	B	200.37		0.00		42.80		17.62		1.46		NaN		NaN		243.17		260.79		
2004	11	3	527	C	56.10		0.00		0.00		11.42		7.76		NaN		NaN		56.10		67.52		
2004	11	3	527	D	119.30		0.00		0.00		16.13		0.00		NaN		NaN		119.30		135.43		
2004	11	3	527	E	169.47		0.00		0.00		14.22		0.00		NaN		NaN		169.47		183.69		
2004	11	3	527	F	228.30		0.00		0.00		39.26		1274.47		NaN		NaN		228.30		267.56		
2004	11	3	527	G	146.70		0.00		0.00		54.43		0.00		NaN		NaN		146.70		201.13		
2004	11	3	527	H	135.60		0.00		0.00		13.23		0.00		NaN		NaN		135.60		148.83		
2004	11	3	527	I	199.50		0.00		5.47		14.72		5.80		NaN		NaN		204.97		219.69		
2004	11	3	527	J	134.30		0.00		0.00		20.23		0.00		NaN		NaN		134.30		154.53		
2005	11	4	118	A	0.44		9.26		0.98		7.50		59.37		NaN		NaN		10.68		18.18		
2005	11	4	118	B	3.79		7.66		0.00		5.96		8.03		NaN		NaN		11.45		17.41		
2005	11	4	118	C	1.63		2.47		0.00		2.90		1.76		NaN		NaN		4.10		7.00		
2005	11	4	118	D	1.35		1.16		0.00		2.02		63.49		NaN		NaN		2.51		4.53		
2005	11	4	118	E	12.53		1.15		0.00		2.39		15.79		NaN		NaN		13.68		16.07		
2005	11	4	118	F	4.36		3.71		0.00		7.38		35.40		NaN		NaN		8.07		15.45		
2005	11	4	118	G	1.38		1.64		0.00		9.77		0.00		NaN		NaN		3.02		12.79		
2005	11	4	118	H	2.11		4.05		0.00		5.18		102.40		NaN		NaN		6.16		11.34		
2005	11	4	118	I	1.93		11.24		0.00		20.86		48.37		NaN		NaN		13.17		34.03		
2005	11	4	118	J	1.16		11.39		0.00		3.87		37.28		NaN		NaN		12.55		16.42		
2005	11	4	218	A	1.75		0.00		0.00		0.58		2.33		NaN		NaN		1.75		2.33		
2005	11	4	218	B	5.03		0.01		0.00		0.64		1.01		NaN		NaN		5.04		5.68		
2005	11	4	218	C	0.00		0.00		0.00		0.42		14.05		NaN		NaN		0.00		0.42		
2005	11	4	218	D	1.27		0.00		0.00		1.58		10.78		NaN		NaN		1.27		2.85		
2005	11	4	218	E	0.92		0.24		0.00		3.22		10.49		NaN		NaN		1.16		4.38		
2005	11	4	218	F	0.48		0.00		0.00		1.28		25.02		NaN		NaN		0.48		1.76		
2005	11	4	218	G	2.48		0.00		0.00		0.87		2.64		NaN		NaN		2.48		3.35		
2005	11	4	218	H	0.11		0.00		0.00		0.55		4.17		NaN		NaN		0.11		0.66		
2005	11	4	218	I	0.14		0.00		0.00		0.68		1.90		NaN		NaN		0.14		0.82		
2005	11	4	218	J	1.22		0.01		0.00		1.66		10.64		NaN		NaN		1.23		2.89		
2005	11	4	318	A	0.08		0.00		0.60		4.49		5.54		NaN		NaN		0.68		5.17		
2005	11	4	318	B	0.14		0.00		0.00		2.34		16.73		NaN		NaN		0.14		2.48		
2005	11	4	318	C	1.31		0.00		0.60		6.10		73.28		NaN		NaN		1.91		8.01		
2005	11	4	318	D	0.01		0.00		0.90		11.89		24.11		NaN		NaN		0.91		12.80		
2005	11	4	318	E	6.09		0.00		2.65		5.88		83.77		NaN		NaN		8.74		14.62		
2005	11	4	318	F	0.28		0.00		1.09		3.46		7.94		NaN		NaN		1.37		4.83		
2005	11	4	318	G	4.68		0.00		0.68		6.18		9.85		NaN		NaN		5.36		11.54		
2005	11	4	318	H	1.41		0.00		1.00		4.83		5.33		NaN		NaN		2.41		7.24		
2005	11	4	318	I	4.43		0.00		0.92		5.82		16.62		NaN		NaN		5.35		11.17		
2005	11	4	318	J	0.00		0.00		0.81		8.47		202.64		NaN		NaN		0.81		9.28		
2005	11	4	427	A	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		
2005	11	4	427	B	7.26		0.00		0.68		4.69		11.32		NaN		NaN		7.94		12.63		
2005	11	4	427	C	5.60		0.00		1.04		10.05		7.23		NaN		NaN		6.64		16.69		
2005	11	4	427	D	4.23		0.00		0.00		10.98		25.68		NaN		NaN		4.23		15.21		
2005	11	4	427	E	5.65		0.00		0.86		5.79		26.60		NaN		NaN		6.51		12.30		
2005	11	4	427	F	2.07		0.00		1.95		6.81		9.04		NaN		NaN		4.02		10.83		
2005	11	4	427	G	2.94		0.00		1.86		5.69		4.41		NaN		NaN		4.80		10.49		
2005	11	4	427	H	0.00		0.00		0.69		1.15		5.06		NaN		NaN		0.69		1.84		
2005	11	4	427	I	0.20		0.00		0.32		2.77		9.63		NaN		NaN		0.52		3.29		
2005	11	4	427	J	0.05		0.00		1.66		4.48		2.03		NaN		NaN		1.71		6.19		
2005	11	4	527	A	6.03		0.00		1.32		14.37		162.01		NaN		NaN		7.35		21.72		
2005	11	4	527	B	5.18		0.00		6.68		16.58		32.62		NaN		NaN		11.86		28.44		
2005	11	4	527	C	0.00		0.00		0.00		4.49		56.57		NaN		NaN		0.00		4.49		
2005	11	4	527	D	0.00		0.00		0.00		2.23		34.62		NaN		NaN		0.00		2.23		
2005	11	4	527	E	0.07		0.00		0.12		3.68		37.29		NaN		NaN		0.19		3.87		
2005	11	4	527	F	5.05		0.00		0.00		7.85		53.19		NaN		NaN		5.05		12.90		
2005	11	4	527	G	0.56		0.00		0.00		4.75		34.22		NaN		NaN		0.56		5.31		
2005	11	4	527	H	0.00		0.00		0.00		2.03		39.39		NaN		NaN		0.00		2.03		
2005	11	4	527	I	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		
2005	11	4	527	J	0.00		0.00		1.02		5.87		27.61		NaN		NaN		1.02		6.89		
2005	12	1	118	A	32.68		6.34		0.00		66.49		NaN		NaN		NaN		39.02		105.51		
2005	12	1	118	B	25.76		3.51		0.00		60.49		NaN		NaN		NaN		29.27		89.76		
2005	12	1	118	C	55.75		1.45		0.00		21.50		NaN		NaN		NaN		57.20		78.70		
2005	12	1	118	D	28.79		1.05		0.00		16.64		NaN		NaN		NaN		29.84		46.48		
2005	12	1	118	E	67.95		0.53		0.00		22.59		NaN		NaN		NaN		68.48		91.07		
2005	12	1	118	F	34.23		4.34		0.00		64.40		NaN		NaN		NaN		38.57		102.97		
2005	12	1	118	G	31.39		1.05		0.00		20.00		NaN		NaN		NaN		32.44		52.44		
2005	12	1	118	H	9.90		2.33		0.00		33.44		NaN		NaN		NaN		12.23		45.67		
2005	12	1	118	I	25.35		5.36		0.00		51.37		NaN		NaN		NaN		30.71		82.08		
2005	12	1	118	J	37.34		5.35		0.00		41.70		NaN		NaN		NaN		42.69		84.39		
2005	12	1	218	A	2.69		0.00		0.00		27.47		NaN		NaN		NaN		2.69		30.16		
2005	12	1	218	B	2.08		0.00		0.00		23.59		NaN		NaN		NaN		2.08		25.67		
2005	12	1	218	C	2.90		0.00		0.00		21.61		NaN		NaN		NaN		2.90		24.51		
2005	12	1	218	D	6.62		0.01		0.00		12.28		NaN		NaN		NaN		6.63		18.91		
2005	12	1	218	E	5.07		0.00		0.00		23.11		NaN		NaN		NaN		5.07		28.18		
2005	12	1	218	F	5.23		0.00		0.00		12.96		NaN		NaN		NaN		5.23		18.19		
2005	12	1	218	G	5.26		0.00		0.00		12.37		NaN		NaN		NaN		5.26		17.63		
2005	12	1	218	H	1.41		0.00		0.00		24.98		NaN		NaN		NaN		1.41		26.39		
2005	12	1	218	I	2.24		0.00		0.00		26.36		NaN		NaN		NaN		2.24		28.60		
2005	12	1	218	J	3.69		0.00		0.00		32.23		NaN		NaN		NaN		3.69		35.92		
2005	12	1	318	A	5.02		0.00		7.21		23.01		NaN		NaN		NaN		12.23		35.24		
2005	12	1	318	B	2.53		0.00		3.26		28.48		NaN		NaN		NaN		5.79		34.27		
2005	12	1	318	C	4.00		0.00		7.99		62.82		NaN		NaN		NaN		11.99		74.81		
2005	12	1	318	D	1.83		0.00		2.15		44.16		NaN		NaN		NaN		3.98		48.14		
2005	12	1	318	E	4.00		0.00		1.65		50.92		NaN		NaN		NaN		5.65		56.57		
2005	12	1	318	F	3.43		0.00		2.63		75.09		NaN		NaN		NaN		6.06		81.15		
2005	12	1	318	G	3.75		0.00		0.00		40.18		NaN		NaN		NaN		3.75		43.93		
2005	12	1	318	H	2.13		0.00		4.27		32.36		NaN		NaN		NaN		6.40		38.76		
2005	12	1	318	I	2.22		0.00		2.43		30.77		NaN		NaN		NaN		4.65		35.42		
2005	12	1	318	J	3.04		0.00		3.31		47.81		NaN		NaN		NaN		6.35		54.16		
2005	12	1	427	A	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		
2005	12	1	427	B	3.42		0.00		4.26		35.41		NaN		NaN		NaN		7.68		43.09		
2005	12	1	427	C	2.66		0.00		2.10		28.86		NaN		NaN		NaN		4.76		33.62		
2005	12	1	427	D	6.23		0.00		1.42		42.57		NaN		NaN		NaN		7.65		50.22		
2005	12	1	427	E	3.78		0.00		6.50		24.92		NaN		NaN		NaN		10.28		35.20		
2005	12	1	427	F	3.70		0.00		3.74		17.09		NaN		NaN		NaN		7.44		24.53		
2005	12	1	427	G	4.75		0.00		4.11		55.93		NaN		NaN		NaN		8.86		64.79		
2005	12	1	427	H	7.21		0.00		1.24		34.85		NaN		NaN		NaN		8.45		43.30		
2005	12	1	427	I	12.47		0.00		0.30		23.63		NaN		NaN		NaN		12.77		36.40		
2005	12	1	427	J	1.59		0.00		5.19		17.19		NaN		NaN		NaN		6.78		23.97		
2005	12	1	527	A	3.88		0.00		0.00		11.85		NaN		NaN		NaN		3.88		15.73		
2005	12	1	527	B	6.85		0.00		6.82		21.19		NaN		NaN		NaN		13.67		34.86		
2005	12	1	527	C	1.56		0.00		0.00		12.74		NaN		NaN		NaN		1.56		14.30		
2005	12	1	527	D	1.35		0.00		0.00		14.58		NaN		NaN		NaN		1.35		15.93		
2005	12	1	527	E	2.63		0.00		0.00		25.40		NaN		NaN		NaN		2.63		28.03		
2005	12	1	527	F	3.46		0.00		0.00		11.29		NaN		NaN		NaN		3.46		14.75		
2005	12	1	527	G	1.46		0.00		0.00		30.61		NaN		NaN		NaN		1.46		32.07		
2005	12	1	527	H	0.41		0.00		0.00		13.35		NaN		NaN		NaN		0.41		13.76		
2005	12	1	527	I	3.34		0.00		0.00		32.89		NaN		NaN		NaN		3.34		36.23		
2005	12	1	527	J	3.16		0.00		0.98		14.79		NaN		NaN		NaN		4.14		18.93		
2005	12	2	118	A	76.52		12.62		0.00		78.56		NaN		NaN		NaN		89.14		167.70		
2005	12	2	118	B	80.10		6.03		0.00		50.82		NaN		NaN		NaN		86.13		136.95		
2005	12	2	118	C	133.12		2.26		0.00		27.16		NaN		NaN		NaN		135.38		162.54		
2005	12	2	118	D	52.82		1.34		0.00		19.31		NaN		NaN		NaN		54.16		73.47		
2005	12	2	118	E	118.09		1.07		0.00		49.55		NaN		NaN		NaN		119.16		168.71		
2005	12	2	118	F	73.15		11.63		0.00		49.08		NaN		NaN		NaN		84.78		133.86		
2005	12	2	118	G	114.09		3.50		0.00		14.34		NaN		NaN		NaN		117.59		131.93		
2005	12	2	118	H	53.89		2.15		0.00		38.28		NaN		NaN		NaN		56.04		94.32		
2005	12	2	118	I	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		
2005	12	2	118	J	155.79		13.46		0.00		54.28		NaN		NaN		NaN		169.25		223.53		
2005	12	2	218	A	16.85		0.00		0.00		24.48		NaN		NaN		NaN		16.85		41.33		
2005	12	2	218	B	23.04		0.00		0.00		37.35		NaN		NaN		NaN		23.04		60.39		
2005	12	2	218	C	30.97		0.00		0.00		30.22		NaN		NaN		NaN		30.97		61.19		
2005	12	2	218	D	14.75		0.00		0.00		10.94		NaN		NaN		NaN		14.75		25.69		
2005	12	2	218	E	22.76		0.00		0.00		38.98		NaN		NaN		NaN		22.76		61.74		
2005	12	2	218	F	24.60		0.00		0.00		15.63		NaN		NaN		NaN		24.60		40.23		
2005	12	2	218	G	26.93		0.26		0.00		9.46		NaN		NaN		NaN		27.19		36.65		
2005	12	2	218	H	9.94		0.00		0.00		28.73		NaN		NaN		NaN		9.94		38.67		
2005	12	2	218	I	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		
2005	12	2	218	J	14.68		0.00		0.00		39.93		NaN		NaN		NaN		14.68		54.61		
2005	12	2	318	A	41.01		0.00		15.38		60.09		NaN		NaN		NaN		56.39		116.48		
2005	12	2	318	B	18.35		0.00		20.72		28.07		NaN		NaN		NaN		39.07		67.14		
2005	12	2	318	C	77.18		0.00		96.07		30.49		NaN		NaN		NaN		173.25		203.74		
2005	12	2	318	D	25.18		0.00		22.54		98.30		NaN		NaN		NaN		47.72		146.02		
2005	12	2	318	E	31.18		0.00		42.85		103.70		NaN		NaN		NaN		74.03		177.73		
2005	12	2	318	F	24.39		0.00		32.66		64.63		NaN		NaN		NaN		57.05		121.68		
2005	12	2	318	G	29.04		0.00		36.01		27.12		NaN		NaN		NaN		65.05		92.17		
2005	12	2	318	H	18.40		0.00		68.63		28.04		NaN		NaN		NaN		87.03		115.07		
2005	12	2	318	I	26.89		0.00		39.26		65.45		NaN		NaN		NaN		66.15		131.60		
2005	12	2	318	J	42.25		0.00		40.67		33.68		NaN		NaN		NaN		82.92		116.60		
2005	12	2	427	A	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		
2005	12	2	427	B	33.49		0.00		56.24		32.96		NaN		NaN		NaN		89.73		122.69		
2005	12	2	427	C	57.32		0.00		63.31		3.17		NaN		NaN		NaN		120.63		123.80		
2005	12	2	427	D	8.16		0.00		21.54		74.68		NaN		NaN		NaN		29.70		104.38		
2005	12	2	427	E	14.62		0.00		58.12		39.77		NaN		NaN		NaN		72.74		112.51		
2005	12	2	427	F	9.91		0.00		30.23		28.10		NaN		NaN		NaN		40.14		68.24		
2005	12	2	427	G	23.13		0.00		92.75		43.35		NaN		NaN		NaN		115.88		159.23		
2005	12	2	427	H	12.48		0.00		26.89		38.73		NaN		NaN		NaN		39.37		78.10		
2005	12	2	427	I	14.16		0.00		28.30		24.72		NaN		NaN		NaN		42.46		67.18		
2005	12	2	427	J	1.42		0.00		71.06		24.05		NaN		NaN		NaN		72.48		96.53		
2005	12	2	527	A	70.29		0.00		0.00		14.14		NaN		NaN		NaN		70.29		84.43		
2005	12	2	527	B	81.64		0.00		41.29		23.22		NaN		NaN		NaN		122.93		146.15		
2005	12	2	527	C	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		
2005	12	2	527	D	69.53		0.00		0.00		0.80		NaN		NaN		NaN		69.53		70.33		
2005	12	2	527	E	60.84		0.00		0.00		29.89		NaN		NaN		NaN		60.84		90.73		
2005	12	2	527	F	76.82		0.00		0.00		21.42		NaN		NaN		NaN		76.82		98.24		
2005	12	2	527	G	90.66		0.00		0.00		1.18		NaN		NaN		NaN		90.66		91.84		
2005	12	2	527	H	91.64		0.00		0.00		16.95		NaN		NaN		NaN		91.64		108.59		
2005	12	2	527	I	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		
2005	12	2	527	J	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		
2005	12	3	118	A	101.18		173.47		0.00		45.67		280.58		NaN		NaN		274.65		320.32		
2005	12	3	118	B	129.45		140.90		0.00		18.75		8.47		NaN		NaN		270.35		289.10		
2005	12	3	118	C	186.31		35.32		0.00		6.45		8.25		NaN		NaN		221.63		228.08		
2005	12	3	118	D	171.33		33.23		0.00		34.28		3.17		NaN		NaN		204.56		238.84		
2005	12	3	118	E	312.15		24.29		0.00		54.61		16.90		NaN		NaN		336.44		391.05		
2005	12	3	118	F	159.11		185.55		0.00		41.30		28.70		NaN		NaN		344.66		385.96		
2005	12	3	118	G	149.25		47.22		0.00		8.10		2.07		NaN		NaN		196.47		204.57		
2005	12	3	118	H	169.36		92.02		0.00		12.76		10.35		NaN		NaN		261.38		274.14		
2005	12	3	118	I	173.80		94.83		0.00		30.43		78.58		NaN		NaN		268.63		299.06		
2005	12	3	118	J	156.95		154.05		0.00		26.75		6.64		NaN		NaN		311.00		337.75		
2005	12	3	218	A	230.03		0.00		0.00		17.01		8.47		NaN		NaN		230.03		247.04		
2005	12	3	218	B	290.83		0.00		0.00		31.77		37.46		NaN		NaN		290.83		322.60		
2005	12	3	218	C	304.01		0.05		0.00		39.98		15.59		NaN		NaN		304.06		344.04		
2005	12	3	218	D	254.05		0.00		0.00		15.84		16.67		NaN		NaN		254.05		269.89		
2005	12	3	218	E	244.95		0.00		0.00		17.49		7.12		NaN		NaN		244.95		262.44		
2005	12	3	218	F	295.75		0.00		0.00		16.25		8.07		NaN		NaN		295.75		312.00		
2005	12	3	218	G	257.94		1.50		0.00		12.21		30.10		NaN		NaN		259.44		271.65		
2005	12	3	218	H	278.94		0.00		0.00		52.47		8.76		NaN		NaN		278.94		331.41		
2005	12	3	218	I	235.33		0.00		0.00		8.55		5.43		NaN		NaN		235.33		243.88		
2005	12	3	218	J	147.81		0.00		0.00		18.70		30.05		NaN		NaN		147.81		166.51		
2005	12	3	318	A	263.52		0.00		18.66		9.47		9.33		NaN		NaN		282.18		291.65		
2005	12	3	318	B	204.76		0.00		26.55		16.08		10.20		NaN		NaN		231.31		247.39		
2005	12	3	318	C	341.18		0.00		38.14		29.64		22.68		NaN		NaN		379.32		408.96		
2005	12	3	318	D	307.26		0.00		20.61		26.03		31.98		NaN		NaN		327.87		353.90		
2005	12	3	318	E	227.13		0.00		41.19		28.00		23.40		NaN		NaN		268.32		296.32		
2005	12	3	318	F	208.41		0.00		70.41		32.53		33.77		NaN		NaN		278.82		311.35		
2005	12	3	318	G	256.47		0.00		41.23		14.18		20.50		NaN		NaN		297.70		311.88		
2005	12	3	318	H	249.33		0.00		19.32		24.84		11.39		NaN		NaN		268.65		293.49		
2005	12	3	318	I	249.12		0.00		24.79		16.02		28.18		NaN		NaN		273.91		289.93		
2005	12	3	318	J	225.24		0.21		44.80		11.42		33.27		NaN		NaN		270.25		281.67		
2005	12	3	427	A	186.55		0.00		23.75		7.51		31.88		NaN		NaN		210.30		217.81		
2005	12	3	427	B	170.35		0.00		35.82		26.11		14.41		NaN		NaN		206.17		232.28		
2005	12	3	427	C	229.76		0.00		43.03		18.29		85.50		NaN		NaN		272.79		291.08		
2005	12	3	427	D	224.66		0.00		26.60		5.95		24.41		NaN		NaN		251.26		257.21		
2005	12	3	427	E	283.39		0.00		34.05		14.27		61.09		NaN		NaN		317.44		331.71		
2005	12	3	427	F	272.42		0.00		35.75		14.97		29.51		NaN		NaN		308.17		323.14		
2005	12	3	427	G	269.51		0.00		66.05		22.29		11.81		NaN		NaN		335.56		357.85		
2005	12	3	427	H	249.52		0.00		6.33		12.40		39.60		NaN		NaN		255.85		268.25		
2005	12	3	427	I	184.44		0.00		12.93		8.05		6.47		NaN		NaN		197.37		205.42		
2005	12	3	427	J	184.35		0.00		26.72		6.18		3.40		NaN		NaN		211.07		217.25		
2005	12	3	527	A	170.91		0.00		0.00		10.13		23.49		NaN		NaN		170.91		181.04		
2005	12	3	527	B	157.24		0.00		5.59		5.43		47.39		NaN		NaN		162.83		168.26		
2005	12	3	527	C	101.26		0.00		0.00		10.53		11.72		NaN		NaN		101.26		111.79		
2005	12	3	527	D	124.77		0.00		0.00		10.93		49.24		NaN		NaN		124.77		135.70		
2005	12	3	527	E	197.48		0.00		0.00		13.18		8.43		NaN		NaN		197.48		210.66		
2005	12	3	527	F	129.99		0.00		0.00		6.16		23.74		NaN		NaN		129.99		136.15		
2005	12	3	527	G	127.46		0.00		0.00		81.36		17.66		NaN		NaN		127.46		208.82		
2005	12	3	527	H	125.86		0.00		0.00		11.49		18.52		NaN		NaN		125.86		137.35		
2005	12	3	527	I	130.92		2.54		8.49		4.91		21.59		NaN		NaN		141.95		146.86		
2005	12	3	527	J	89.27		0.00		2.13		6.61		23.92		NaN		NaN		91.40		98.01		
2006	12	4	118	A	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	118	B	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	118	C	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	118	D	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	118	E	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	118	F	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	118	G	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	118	H	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	118	I	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	118	J	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	218	A	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	218	B	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	218	C	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	218	D	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	218	E	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	218	F	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	218	G	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	218	H	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	218	I	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	218	J	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	318	A	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	318	B	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	318	C	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	318	D	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	318	E	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	318	F	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	318	G	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	318	H	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	318	I	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	318	J	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	427	A	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	427	B	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	427	C	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
2006	12	4	427	D	NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		NaN		Data are missing
